arm_id,model_id,feature_family,module_a,module_a_delta_rmse,module_a_ci95_low,module_a_ci95_high,module_a_crop_state_ci95_high,module_b,module_b_delta_rmse,module_b_ci95_low,module_b_ci95_high,module_b_crop_state_ci95_high,module_e,event_n,event_delta_rmse_ci95_high,event_delta_mae_ci95_high,event_spearman,event_spearman_ci95_low,event_rank_permutation_p,event_topk_k,event_topk_overlap,event_topk_lift,event_topk_lift_ci95_low,event_topk_hypergeom_p,event_topk_permutation_p,tail_rmse_pass,tail_mae_pass,rank_pass,topk_pass
C011,catboost,full,PASS,-0.02132948625748593,-0.03961859642846693,-0.003963849265453587,-0.0071904185789262,PASS,-0.021329486304822454,-0.03961859660793097,-0.003963849137185113,-0.007190418464181071,FAIL,136.0,-0.02128162085800366,-0.03403037257452813,0.25152903010352556,0.0713849515658901,0.018998100189981004,10.0,1.0,1.36,0.0,0.54676072524784,0.595040495950405,True,True,True,False
C011,catboost,metadata_only,FAIL,4.733652358979157e-11,-9.920911592242732e-11,1.8674141261110215e-10,1.7680496233740682e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,catboost,weather_only,PASS,-0.019067869488121003,-0.03603779604929157,-0.0031504495294123382,-0.005936951091627262,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,extra_trees,full,PASS,-0.022474407200390956,-0.03895130893901033,-0.007213710040629197,-0.009663430060171086,PASS,-0.022474407200383573,-0.0389513089389997,-0.007213710040624172,-0.009663430060163658,FAIL,136.0,-0.01692809244561586,-0.024434864673166568,0.2847430943180192,0.09093725499628079,0.010198980101989802,10.0,3.0,4.08,1.13,0.026418663476021346,0.06729327067293271,True,True,True,False
C011,extra_trees,metadata_only,PASS,-7.382983113757291e-15,-1.0880185641326534e-14,-3.9968028886505635e-15,-2.663147480319602e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,extra_trees,weather_only,PASS,-0.024091960582710015,-0.04052667990136495,-0.008680888975633811,-0.01208424682818648,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,hist_gradient_boosting,full,FAIL,-0.01635933998854594,-0.03819596664960584,0.004087125065684063,-0.002259131391463666,FAIL,-0.016359339989593213,-0.038195966736138294,0.004087125046172117,-0.002259131526266292,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,hist_gradient_boosting,metadata_only,FAIL,1.0472733791289102e-12,-1.2852452990763653e-10,1.2505499691339836e-10,1.713658909219261e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,hist_gradient_boosting,weather_only,FAIL,-0.014644322404280208,-0.03566965398423828,0.007574723052234232,-0.0006484864911087604,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,lightgbm,full,FAIL,-0.012889137818348495,-0.02810758891830444,0.003898516511263673,0.0013752138929291075,FAIL,-0.012889137876368528,-0.028107589121099397,0.0038985162384046214,0.0013752136990079354,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,lightgbm,metadata_only,FAIL,5.8020033222305756e-11,-3.3548656769299965e-10,4.413728244001537e-10,4.6319815483197844e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,lightgbm,weather_only,FAIL,-0.011383208853691817,-0.029050973707145003,0.007239853653203942,0.0031559595342300277,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,linear_shrinkage,full,FAIL,0.01245570327134743,-0.00044172092883346527,0.028261084740779017,0.022799544442719876,FAIL,0.012455703271351426,-0.0004417209288301096,0.028261084740781768,0.022799544442722253,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,linear_shrinkage,metadata_only,PASS,-3.9968028886505635e-15,-6.994405055138486e-15,-1.3877787807814457e-15,-8.881784197001252e-16,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C011,linear_shrinkage,weather_only,FAIL,0.004369774235948365,-0.004196595717547354,0.014018706918711623,0.010338981152953508,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,catboost,full,PASS,-0.023188953229961007,-0.03334101153360689,-0.013207174516663926,-0.012078791428091151,PASS,-0.02318895327644621,-0.0333410115801405,-0.013207174571084057,-0.012078791530956673,FAIL,136.0,-0.03071607958465105,-0.035634315210396277,0.3015027908973808,0.12230343622558734,0.007099290070992901,10.0,1.0,1.36,0.0,0.54676072524784,0.7401259874012599,True,True,True,False
C100,catboost,metadata_only,FAIL,4.6485204574509e-11,-1.1093085339197729e-10,2.024283893287126e-10,1.9250940841430955e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,catboost,weather_only,PASS,-0.02177461210667664,-0.03421206658360751,-0.0102685642858646,-0.009936922307923392,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,extra_trees,full,PASS,-0.0168049405112074,-0.02748264488444916,-0.005681180155650338,-0.002767811785011307,PASS,-0.016804940511198574,-0.027482644884442166,-0.0056811801556450525,-0.0027678117850018676,FAIL,136.0,-0.010439640106380373,-0.015134395479134746,0.23562330041505647,0.022514532164365553,0.0496950304969503,10.0,1.0,1.36,0.0,0.54676072524784,0.7573242675732427,True,True,True,False
C100,extra_trees,metadata_only,PASS,-8.826273045769994e-15,-1.4099832412739488e-14,-3.83026943495679e-15,-3.6637359812630166e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,extra_trees,weather_only,PASS,-0.015140592324543012,-0.02717090040250781,-0.003811934226689625,-0.005533805075168975,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,hist_gradient_boosting,full,PASS,-0.018179606214964006,-0.0363914430481437,-0.0012280672730003636,-0.004432810370477441,PASS,-0.01817960623452608,-0.036391443096286204,-0.0012280672430279918,-0.004432810478907789,FAIL,136.0,-0.01978368486677717,-0.034856363366551894,0.2527503458804446,-0.009721155191295466,0.038396160383961604,10.0,0.0,0.0,0.0,1.0,1.0,True,True,False,False
C100,hist_gradient_boosting,metadata_only,FAIL,1.9562074182744027e-11,-1.2646988317710495e-10,1.5590703728030056e-10,2.108162033831462e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,hist_gradient_boosting,weather_only,FAIL,-0.015944821082740646,-0.03282658633847266,0.00037928686084663714,-0.0025908837291977217,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,lightgbm,full,PASS,-0.01715061023652359,-0.032783935525883455,-0.0034140095674208434,-0.005221544744954032,PASS,-0.017150610353620366,-0.032783935686832154,-0.003414009855495145,-0.0052215448240064645,FAIL,136.0,-0.026854143287756264,-0.03804625332839017,0.2359620247125614,0.0702486977472909,0.028197180281971802,10.0,0.0,0.0,0.0,1.0,1.0,True,True,True,False
C100,lightgbm,metadata_only,FAIL,1.1709677671944974e-10,-2.4349908339660333e-10,4.828852734339856e-10,4.866821390336892e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,lightgbm,weather_only,PASS,-0.015878107432384214,-0.03114215806743815,-0.0018521108996465317,-0.0032675924130858565,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,linear_shrinkage,full,FAIL,0.0011648643775499234,-0.0041979859368174305,0.007109544822140484,0.007472857097995603,FAIL,0.00116486437755553,-0.004197985936805501,0.007109544822143539,0.0074728570980004,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,linear_shrinkage,metadata_only,PASS,-5.6066262743570405e-15,-1.032784968657552e-14,-1.4974133044631875e-15,-2.1094237467877974e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C100,linear_shrinkage,weather_only,FAIL,0.00036065929785650264,-0.004488859713757268,0.0056301415008526,0.0062710649337408,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,catboost,full,PASS,-0.020763755757484903,-0.032518628343234726,-0.008743976425052685,-0.009131431733532607,PASS,-0.020763755804823203,-0.032518628474385476,-0.008743976471841728,-0.009131431728715987,FAIL,136.0,-0.031425585222780855,-0.03397645370712509,0.34387672343876724,0.16254031375753777,0.0017998200179982,10.0,1.0,1.36,0.0,0.54676072524784,0.6637336266373363,True,True,True,False
C101,catboost,metadata_only,FAIL,4.733829994663097e-11,-9.92091311879939e-11,1.867436635882846e-10,1.768065305274291e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,catboost,weather_only,PASS,-0.01684692685093414,-0.027487207454714165,-0.006111402333632482,-0.005445273423697331,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,extra_trees,full,PASS,-0.017897321131626676,-0.027829874880501138,-0.007527645608864948,-0.0056944380720775414,PASS,-0.017897321131617794,-0.02782987488049017,-0.007527645608855499,-0.0056944380720692495,FAIL,136.0,-0.012387661595606768,-0.014987605789713752,0.26694337102237486,0.07751250897643547,0.027697230276972302,10.0,1.0,1.36,0.0,0.54676072524784,0.813918608139186,True,True,True,False
C101,extra_trees,metadata_only,PASS,-8.881784197001252e-15,-1.4210854715202004e-14,-3.884392807407274e-15,-3.608224830031759e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,extra_trees,weather_only,PASS,-0.016471171162459497,-0.027613932768935912,-0.0060183812834620825,-0.006683402330515146,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,hist_gradient_boosting,full,PASS,-0.018106810783699134,-0.03355312040169781,-0.004215746853133077,-0.00578708151928306,PASS,-0.01810681078361792,-0.03355312053162354,-0.004215746770352363,-0.0057870815130603125,FAIL,136.0,-0.01932852467726233,-0.03373698683147333,0.2501168837364629,0.03650711521102489,0.0397960203979602,10.0,0.0,0.0,0.0,1.0,1.0,True,True,True,False
C101,hist_gradient_boosting,metadata_only,FAIL,-8.12128142513302e-14,-1.2915057079343484e-10,1.2312776076495165e-10,1.7103807814500267e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,hist_gradient_boosting,weather_only,PASS,-0.016514787462050207,-0.031378866154818504,-0.0024737143397461085,-0.004777493034150195,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,lightgbm,full,FAIL,-0.015720858174850583,-0.03231356896309366,0.000889088693610602,-0.0031687937967133156,FAIL,-0.015720858232872448,-0.032313568882202215,0.0008890887971895973,-0.0031687940660968506,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,lightgbm,metadata_only,FAIL,5.802186509029639e-11,-3.3548547828665674e-10,4.4137547783318256e-10,4.631994496295809e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,lightgbm,weather_only,FAIL,-0.015104758846239186,-0.030502164636888342,2.270632368879612e-05,-0.0026371352070760105,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,linear_shrinkage,full,FAIL,0.002650055391506423,-0.00045888477163557874,0.00620887449229731,0.007052026360293167,FAIL,0.0026500553915120295,-0.00045888477162906864,0.006208874492301129,0.007052026360298463,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,linear_shrinkage,metadata_only,PASS,-5.6066262743570405e-15,-1.032784968657552e-14,-1.4432899320127035e-15,-2.1094237467877974e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C101,linear_shrinkage,weather_only,FAIL,0.0020717096117305323,-0.0007372982026589689,0.005114919240301552,0.006292749966692722,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,catboost,full,PASS,-0.023188953229962783,-0.033341011533608654,-0.013207174516666054,-0.012078791428093306,PASS,-0.023188953276446156,-0.03334101158014055,-0.013207174571084121,-0.012078791530956834,FAIL,136.0,-0.03178455523517467,-0.03665604436769233,0.3015027908973808,0.10608963505671375,0.0084991500849915,10.0,1.0,1.36,0.0,0.54676072524784,0.7433256674332567,True,True,True,False
C110,catboost,metadata_only,FAIL,4.6483372706518367e-11,-1.1093157781250084e-10,2.0242431758576977e-10,1.925082496190276e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,catboost,weather_only,PASS,-0.021774612106678415,-0.03421206658360925,-0.010268564285866175,-0.009936922307924654,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,extra_trees,full,PASS,-0.01574147507654272,-0.02623303858474261,-0.004864535074402254,-0.0024250738952639275,PASS,-0.015741475076535505,-0.02623303858473454,-0.004864535074394612,-0.0024250738952479294,FAIL,136.0,-0.010101693609637731,-0.01460772967748329,0.24411049091169312,0.021350627009582197,0.045295470452954706,10.0,1.0,1.36,0.0,0.54676072524784,0.7754224577542246,True,True,True,False
C110,extra_trees,metadata_only,PASS,-7.216449660063518e-15,-1.0880185641326534e-14,-3.662348202482243e-15,-2.4424906541753444e-15,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,extra_trees,weather_only,PASS,-0.014516070942951265,-0.027182962998149394,-0.002492121549855163,-0.0044275080811048105,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,hist_gradient_boosting,full,PASS,-0.018179606214964283,-0.03639144304814367,-0.0012280672730006052,-0.0044328103704776465,PASS,-0.01817960623569692,-0.036391443097417785,-0.0012280672446716742,-0.004432810477592758,FAIL,136.0,-0.018581035096754673,-0.0364087720409521,0.2527503458804446,-0.0030716293627956084,0.0392960703929607,10.0,0.0,0.0,0.0,1.0,1.0,True,True,False,False
C110,hist_gradient_boosting,metadata_only,FAIL,2.073263782875756e-11,-1.2623234679765004e-10,1.5701677319457357e-10,2.1283119988613197e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,hist_gradient_boosting,weather_only,FAIL,-0.01594482108273748,-0.03282658633846566,0.00037928686084798887,-0.002590883729189151,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,lightgbm,full,PASS,-0.017150610236525143,-0.032783935525885474,-0.003414009567422783,-0.0052215447449555355,PASS,-0.017150610353620144,-0.032783935686831384,-0.0034140098554948715,-0.005221544824006179,FAIL,136.0,-0.026570311160151492,-0.03659793818520679,0.2359620247125614,0.05565072426437547,0.027597240275972403,10.0,0.0,0.0,0.0,1.0,1.0,True,True,True,False
C110,lightgbm,metadata_only,FAIL,1.1709500036261034e-10,-2.434992124600299e-10,4.828820149294084e-10,4.86681228650809e-10,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,lightgbm,weather_only,PASS,-0.015878107432385824,-0.031142158067440175,-0.0018521108996484566,-0.0032675924130869125,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,linear_shrinkage,full,FAIL,0.0011648643775513112,-0.004197985936813473,0.007109544822141679,0.007472857097997033,FAIL,0.001164864377555308,-0.004197985936805618,0.007109544822143525,0.007472857098000391,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,linear_shrinkage,metadata_only,PASS,-3.9968028886505635e-15,-6.994405055138486e-15,-1.3877787807814457e-15,-8.881784197001252e-16,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
C110,linear_shrinkage,weather_only,FAIL,0.00036065929785750184,-0.004488859713754295,0.005630141500853456,0.006271064933742026,NOT_APPLICABLE,,,,,NOT_EVALUATED,,,,,,,,,,,,,,,,
